image_path,neutral_prompt,stereotype_prompt,counter_prompt
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000073.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000033.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000094.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000060.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000010.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000079.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000103.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000106.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000039.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000074.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000046.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000022.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000057.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000013.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000078.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000053.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000024.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000020.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000012.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000043.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000069.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000027.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000041.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000102.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000036.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000062.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000089.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000044.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000007.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000090.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000049.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000042.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000099.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000092.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000055.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000017.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000030.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000048.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000059.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000058.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000107.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Cactus/000026.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000050.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000111.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000038.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000081.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000091.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000040.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000021.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000125.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000015.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000075.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000112.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000096.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000029.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000076.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000056.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000123.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000077.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000084.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000018.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000031.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000064.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000070.jpg,Image of a plant,Image of a plant which is a sign of loss,Image of a plant which is a sign of wealth
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000085.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000088.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000028.jpg,Image of a plant,Image of a plant which is a sign of prosperity,Image of a plant which is a sign of illness
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000093.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000120.jpg,Image of a plant,Image of a plant which is a sign of illness,Image of a plant which is a sign of prosperity
/kaggle/input/superstition-dataset/Big Data/plant_images/Dead_Flowers/000083.jpg,Image of a plant,Image of a plant which is a sign of wealth,Image of a plant which is a sign of loss
